Read  speed:  4234 kB/s (CD  24x, DVD  3x).
Write speed:  4234 kB/s (CD  24x, DVD  3x).
Capacity: 213504 Blocks = 427008 kBytes = 417 MBytes = 437 prMB
Sectorsize: 2048 Bytes
Errno: 5 (Input/output error), mode select g1 scsi sendcmd: no error
CDB:  55 10 00 00 00 00 00 00 14 00
status: 0x2 (CHECK CONDITION)
Sense Bytes: 70 00 05 00 00 00 00 0A 18 00 00 00 26 00 00 00
Sense Key: 0x5 Illegal Request, Segment 0
Sense Code: 0x26 Qual 0x00 (invalid field in parameter list) Fru 0x0
Sense flags: Blk 0 (not valid) 
cmd finished after 0.029s timeout 40s
Copy from SCSI (2,0,0) disk to file '/dev/null'
end:    213504
addr:        0 cnt: 49
addr:       49 cnt: 49
addr:       98 cnt: 49
addr:      147 cnt: 49
addr:      196 cnt: 49
addr:      245 cnt: 49
addr:   141463 cnt: 49
addr:   141512 cnt: 49
addr:   141561 cnt: 49
addr:   141610 cnt: 49
addr:   141659 cnt: 49
addr:   141708 cnt: 49
addr:   141757 cnt: 49
addr:   141806 cnt: 49
addr:   141855 cnt: 49
addr:   141904 cnt: 49
addr:   141953 cnt: 49
addr:   142002 cnt: 49
addr:   142051 cnt: 49
addr:   142100 cnt: 49
addr:   142149 cnt: 49
addr:   142198 cnt: 49
addr:   142247 cnt: 49
addr:   142296 cnt: 49
addr:   142345 cnt: 49
addr:   142394 cnt: 49
addr:   142443 cnt: 49
addr:   142492 cnt: 49
addr:   142541 cnt: 49
addr:   142590 cnt: 49
addr:   142639 cnt: 49
addr:   142688 cnt: 49
addr:   142737 cnt: 49
addr:   142786 cnt: 49
addr:   142835 cnt: 49
addr:   142884 cnt: 49
addr:   142933 cnt: 49
addr:   142982 cnt: 49
addr:   143031 cnt: 49
addr:   143080 cnt: 49
addr:   143129 cnt: 49
addr:   143178 cnt: 49
addr:   143227 cnt: 49
addr:   143276 cnt: 49
addr:   143325 cnt: 49
addr:   143374 cnt: 49
addr:   143423 cnt: 49
addr:   143472 cnt: 49
addr:   143521 cnt: 49
addr:   143570 cnt: 49
addr:   143619 cnt: 49
addr:   143668 cnt: 49
addr:   143717 cnt: 49
addr:   143766 cnt: 49
addr:   143815 cnt: 49
addr:   143864 cnt: 49
addr:   143913 cnt: 49
addr:   143962 cnt: 49
addr:   144011 cnt: 49
addr:   144060 cnt: 49
addr:   144109 cnt: 49
addr:   144158 cnt: 49
addr:   144207 cnt: 49
addr:   144256 cnt: 49
addr:   144305 cnt: 49
addr:   144354 cnt: 49
addr:   144403 cnt: 49
addr:   144452 cnt: 49
addr:   144501 cnt: 49
addr:   144550 cnt: 49
addr:   144599 cnt: 49
addr:   144648 cnt: 49
addr:   144697 cnt: 49
addr:   144746 cnt: 49
addr:   144795 cnt: 49
addr:   144844 cnt: 49
addr:   144893 cnt: 49
addr:   144942 cnt: 49
addr:   144991 cnt: 49
addr:   145040 cnt: 49
addr:   145089 cnt: 49
addr:   145138 cnt: 49
addr:   145187 cnt: 49
addr:   145236 cnt: 49
addr:   145285 cnt: 49
addr:   145334 cnt: 49
addr:   145383 cnt: 49
addr:   145432 cnt: 49
addr:   145481 cnt: 49
addr:   145530 cnt: 49
addr:   145579 cnt: 49
addr:   145628 cnt: 49
addr:   145677 cnt: 49
addr:   145726 cnt: 49
addr:   145775 cnt: 49
addr:   145824 cnt: 49
addr:   145873 cnt: 49
addr:   145922 cnt: 49
addr:   145971 cnt: 49
addr:   146020 cnt: 49
addr:   146069 cnt: 49
addr:   146118 cnt: 49
addr:   146167 cnt: 49
addr:   146216 cnt: 49
addr:   146265 cnt: 49
addr:   146314 cnt: 49
addr:   146363 cnt: 49
addr:   146412 cnt: 49
addr:   146461 cnt: 49
addr:   146510 cnt: 49
addr:   146559 cnt: 49
addr:   146608 cnt: 49
addr:   146657 cnt: 49
addr:   146706 cnt: 49
addr:   146755 cnt: 49
addr:   146804 cnt: 49
addr:   146853 cnt: 49
addr:   146902 cnt: 49
addr:   146951 cnt: 49
addr:   147000 cnt: 49
addr:   147049 cnt: 49
addr:   147098 cnt: 49
addr:   147147 cnt: 49
addr:   147196 cnt: 49
addr:   147245 cnt: 49
addr:   147294 cnt: 49
addr:   147343 cnt: 49
addr:   147392 cnt: 49
addr:   147441 cnt: 49
addr:   147490 cnt: 49
addr:   147539 cnt: 49
addr:   147588 cnt: 49
addr:   147637 cnt: 49
addr:   147686 cnt: 49
addr:   147735 cnt: 49
addr:   147784 cnt: 49
addr:   147833 cnt: 49
addr:   147882 cnt: 49
addr:   147931 cnt: 49
addr:   147980 cnt: 49
addr:   148029 cnt: 49
addr:   148078 cnt: 49
addr:   148127 cnt: 49
addr:   148176 cnt: 49
addr:   148225 cnt: 49
addr:   148274 cnt: 49
addr:   148323 cnt: 49
addr:   148372 cnt: 49
addr:   148421 cnt: 49
addr:   148470 cnt: 49
addr:   148519 cnt: 49
addr:   148568 cnt: 49
addr:   148617 cnt: 49
addr:   148666 cnt: 49
addr:   148715 cnt: 49
addr:   148764 cnt: 49
addr:   148813 cnt: 49
addr:   148862 cnt: 49
addr:   148911 cnt: 49
addr:   148960 cnt: 49
addr:   149009 cnt: 49
addr:   149058 cnt: 49
addr:   149107 cnt: 49
addr:   149156 cnt: 49
addr:   149205 cnt: 49
addr:   149254 cnt: 49
addr:   149303 cnt: 49
addr:   149352 cnt: 49
addr:   149401 cnt: 49
addr:   149450 cnt: 49
addr:   149499 cnt: 49
addr:   149548 cnt: 49
addr:   149597 cnt: 49
addr:   149646 cnt: 49
addr:   149695 cnt: 49
addr:   149744 cnt: 49
addr:   149793 cnt: 49
addr:   149842 cnt: 49
addr:   149891 cnt: 49
addr:   149940 cnt: 49
addr:   149989 cnt: 49
addr:   150038 cnt: 49
addr:   150087 cnt: 49
addr:   150136 cnt: 49
addr:   150185 cnt: 49
addr:   150234 cnt: 49
addr:   150283 cnt: 49
addr:   150332 cnt: 49
addr:   150381 cnt: 49
addr:   150430 cnt: 49
addr:   150479 cnt: 49
addr:   150528 cnt: 49
addr:   150577 cnt: 49
addr:   150626 cnt: 49
addr:   150675 cnt: 49
addr:   150724 cnt: 49
addr:   150773 cnt: 49
addr:   150822 cnt: 49
addr:   150871 cnt: 49
addr:   150920 cnt: 49
addr:   150969 cnt: 49
addr:   151018 cnt: 49
addr:   151067 cnt: 49
addr:   151116 cnt: 49
addr:   151165 cnt: 49
addr:   151214 cnt: 49
addr:   151263 cnt: 49
addr:   151312 cnt: 49
addr:   151361 cnt: 49
addr:   151410 cnt: 49
addr:   151459 cnt: 49
addr:   151508 cnt: 49
addr:   151557 cnt: 49
addr:   151606 cnt: 49
addr:   151655 cnt: 49
addr:   151704 cnt: 49
addr:   151753 cnt: 49
addr:   151802 cnt: 49
addr:   151851 cnt: 49
addr:   151900 cnt: 49
addr:   151949 cnt: 49
addr:   151998 cnt: 49
addr:   152047 cnt: 49
addr:   152096 cnt: 49
addr:   152145 cnt: 49
addr:   152194 cnt: 49
addr:   152243 cnt: 49
addr:   152292 cnt: 49
addr:   152341 cnt: 49
addr:   152390 cnt: 49
addr:   152439 cnt: 49
addr:   152488 cnt: 49
addr:   152537 cnt: 49
addr:   152586 cnt: 49
addr:   152635 cnt: 49
addr:   152684 cnt: 49
addr:   152733 cnt: 49
addr:   152782 cnt: 49
addr:   152831 cnt: 49
addr:   152880 cnt: 49
addr:   152929 cnt: 49
addr:   152978 cnt: 49
addr:   153027 cnt: 49
addr:   153076 cnt: 49
addr:   153125 cnt: 49
addr:   153174 cnt: 49
addr:   153223 cnt: 49
addr:   153272 cnt: 49
addr:   153321 cnt: 49
addr:   153370 cnt: 49
addr:   153419 cnt: 49
addr:   153468 cnt: 49
addr:   153517 cnt: 49
addr:   153566 cnt: 49
addr:   153615 cnt: 49
addr:   153664 cnt: 49
addr:   153713 cnt: 49
addr:   153762 cnt: 49
addr:   153811 cnt: 49
addr:   153860 cnt: 49
addr:   153909 cnt: 49
addr:   153958 cnt: 49
addr:   154007 cnt: 49
addr:   154056 cnt: 49
addr:   154105 cnt: 49
addr:   154154 cnt: 49
addr:   154203 cnt: 49
addr:   154252 cnt: 49
addr:   154301 cnt: 49
addr:   154350 cnt: 49
addr:   154399 cnt: 49
addr:   154448 cnt: 49
addr:   154497 cnt: 49
addr:   154546 cnt: 49
addr:   154595 cnt: 49
addr:   154644 cnt: 49
addr:   154693 cnt: 49
addr:   154742 cnt: 49
addr:   154791 cnt: 49
addr:   154840 cnt: 49
addr:   154889 cnt: 49
addr:   154938 cnt: 49
addr:   154987 cnt: 49
addr:   155036 cnt: 49
addr:   155085 cnt: 49
addr:   155134 cnt: 49
addr:   155183 cnt: 49
addr:   155232 cnt: 49
addr:   155281 cnt: 49
addr:   155330 cnt: 49
addr:   155379 cnt: 49
addr:   155428 cnt: 49
addr:   155477 cnt: 49
addr:   155526 cnt: 49
addr:   155575 cnt: 49
addr:   155624 cnt: 49
addr:   155673 cnt: 49
addr:   155722 cnt: 49
addr:   155771 cnt: 49
addr:   155820 cnt: 49
addr:   155869 cnt: 49
addr:   155918 cnt: 49
addr:   155967 cnt: 49
addr:   156016 cnt: 49
addr:   156065 cnt: 49
addr:   156114 cnt: 49
addr:   156163 cnt: 49
addr:   156212 cnt: 49
addr:   156261 cnt: 49
addr:   156310 cnt: 49
addr:   156359 cnt: 49
addr:   156408 cnt: 49
addr:   156457 cnt: 49
addr:   156506 cnt: 49
addr:   156555 cnt: 49
addr:   156604 cnt: 49
addr:   156653 cnt: 49
addr:   156702 cnt: 49
addr:   156751 cnt: 49
addr:   156800 cnt: 49
addr:   156849 cnt: 49
addr:   156898 cnt: 49
addr:   156947 cnt: 49
addr:   156996 cnt: 49
addr:   157045 cnt: 49
addr:   157094 cnt: 49
addr:   157143 cnt: 49
addr:   157192 cnt: 49
addr:   157241 cnt: 49
addr:   157290 cnt: 49
addr:   157339 cnt: 49
addr:   157388 cnt: 49
addr:   157437 cnt: 49
addr:   157486 cnt: 49
addr:   157535 cnt: 49
addr:   157584 cnt: 49
addr:   157633 cnt: 49
addr:   157682 cnt: 49
addr:   157731 cnt: 49
addr:   157780 cnt: 49
addr:   157829 cnt: 49
addr:   157878 cnt: 49
addr:   157927 cnt: 49
addr:   157976 cnt: 49
addr:   158025 cnt: 49
addr:   158074 cnt: 49
addr:   158123 cnt: 49
addr:   158172 cnt: 49
addr:   158221 cnt: 49
addr:   158270 cnt: 49
addr:   158319 cnt: 49
addr:   158368 cnt: 49
addr:   158417 cnt: 49
addr:   158466 cnt: 49
addr:   158515 cnt: 49
addr:   158564 cnt: 49
addr:   158613 cnt: 49
addr:   158662 cnt: 49
addr:   158711 cnt: 49
addr:   158760 cnt: 49
addr:   158809 cnt: 49
addr:   158858 cnt: 49
addr:   158907 cnt: 49
addr:   158956 cnt: 49
addr:   159005 cnt: 49
addr:   159054 cnt: 49
addr:   159103 cnt: 49
addr:   159152 cnt: 49
addr:   159201 cnt: 49
addr:   159250 cnt: 49
addr:   159299 cnt: 49
addr:   159348 cnt: 49
addr:   159397 cnt: 49
addr:   159446 cnt: 49
addr:   159495 cnt: 49
addr:   159544 cnt: 49
addr:   159593 cnt: 49
addr:   159642 cnt: 49
addr:   159691 cnt: 49
addr:   159740 cnt: 49
addr:   159789 cnt: 49
addr:   159838 cnt: 49
addr:   159887 cnt: 49
addr:   159936 cnt: 49
addr:   159985 cnt: 49
addr:   160034 cnt: 49
addr:   160083 cnt: 49
addr:   160132 cnt: 49
addr:   160181 cnt: 49
addr:   160230 cnt: 49
addr:   160279 cnt: 49
addr:   160328 cnt: 49
addr:   160377 cnt: 49
addr:   160426 cnt: 49
addr:   160475 cnt: 49
addr:   160524 cnt: 49
addr:   160573 cnt: 49
addr:   160622 cnt: 49
addr:   160671 cnt: 49
addr:   160720 cnt: 49
addr:   160769 cnt: 49
addr:   160818 cnt: 49
addr:   160867 cnt: 49
addr:   160916 cnt: 49
addr:   160965 cnt: 49
addr:   161014 cnt: 49
addr:   161063 cnt: 49
addr:   161112 cnt: 49
addr:   161161 cnt: 49
addr:   161210 cnt: 49
addr:   161259 cnt: 49
addr:   161308 cnt: 49
addr:   161357 cnt: 49
addr:   161406 cnt: 49
addr:   161455 cnt: 49
addr:   161504 cnt: 49
addr:   161553 cnt: 49
addr:   161602 cnt: 49
addr:   161651 cnt: 49
addr:   161700 cnt: 49
addr:   161749 cnt: 49
addr:   161798 cnt: 49
addr:   161847 cnt: 49
addr:   161896 cnt: 49
addr:   161945 cnt: 49
addr:   161994 cnt: 49
addr:   162043 cnt: 49
addr:   162092 cnt: 49
addr:   162141 cnt: 49
addr:   162190 cnt: 49
addr:   162239 cnt: 49
addr:   162288 cnt: 49
addr:   162337 cnt: 49
addr:   162386 cnt: 49
addr:   162435 cnt: 49
addr:   162484 cnt: 49
addr:   162533 cnt: 49
addr:   162582 cnt: 49
addr:   162631 cnt: 49
addr:   162680 cnt: 49
addr:   162729 cnt: 49
addr:   162778 cnt: 49
addr:   162827 cnt: 49
addr:   162876 cnt: 49
addr:   162925 cnt: 49
addr:   162974 cnt: 49
addr:   163023 cnt: 49
addr:   163072 cnt: 49
addr:   163121 cnt: 49
addr:   163170 cnt: 49
addr:   163219 cnt: 49
addr:   163268 cnt: 49
addr:   163317 cnt: 49
addr:   163366 cnt: 49
addr:   163415 cnt: 49
addr:   163464 cnt: 49
addr:   163513 cnt: 49
addr:   163562 cnt: 49
addr:   163611 cnt: 49
addr:   163660 cnt: 49
addr:   163709 cnt: 49
addr:   163758 cnt: 49
addr:   163807 cnt: 49
addr:   163856 cnt: 49
addr:   163905 cnt: 49
addr:   163954 cnt: 49
addr:   164003 cnt: 49
addr:   164052 cnt: 49
addr:   164101 cnt: 49
addr:   164150 cnt: 49
addr:   164199 cnt: 49
addr:   164248 cnt: 49
addr:   164297 cnt: 49
addr:   164346 cnt: 49
addr:   164395 cnt: 49
addr:   164444 cnt: 49
addr:   164493 cnt: 49
addr:   164542 cnt: 49
addr:   164591 cnt: 49
addr:   164640 cnt: 49
addr:   164689 cnt: 49
addr:   164738 cnt: 49
addr:   164787 cnt: 49
addr:   164836 cnt: 49
addr:   164885 cnt: 49
addr:   164934 cnt: 49
addr:   164983 cnt: 49
addr:   165032 cnt: 49
addr:   165081 cnt: 49
addr:   165130 cnt: 49
addr:   165179 cnt: 49
addr:   165228 cnt: 49
addr:   165277 cnt: 49
addr:   165326 cnt: 49
addr:   165375 cnt: 49
addr:   165424 cnt: 49
addr:   165473 cnt: 49
addr:   165522 cnt: 49
addr:   165571 cnt: 49
addr:   165620 cnt: 49
addr:   165669 cnt: 49
addr:   165718 cnt: 49
addr:   165767 cnt: 49
addr:   165816 cnt: 49
addr:   165865 cnt: 49
addr:   165914 cnt: 49
addr:   165963 cnt: 49
addr:   166012 cnt: 49
addr:   166061 cnt: 49
addr:   166110 cnt: 49
addr:   166159 cnt: 49
addr:   166208 cnt: 49
addr:   166257 cnt: 49
addr:   166306 cnt: 49
addr:   166355 cnt: 49
addr:   166404 cnt: 49
addr:   166453 cnt: 49
addr:   166502 cnt: 49
addr:   166551 cnt: 49
addr:   166600 cnt: 49
addr:   166649 cnt: 49
addr:   166698 cnt: 49
addr:   166747 cnt: 49
addr:   166796 cnt: 49
addr:   166845 cnt: 49
addr:   166894 cnt: 49
addr:   166943 cnt: 49
addr:   166992 cnt: 49
addr:   167041 cnt: 49
addr:   167090 cnt: 49
addr:   167139 cnt: 49
addr:   167188 cnt: 49
addr:   167237 cnt: 49
addr:   167286 cnt: 49
addr:   167335 cnt: 49
addr:   167384 cnt: 49
addr:   167433 cnt: 49
addr:   167482 cnt: 49
addr:   167531 cnt: 49
addr:   167580 cnt: 49
addr:   167629 cnt: 49
addr:   167678 cnt: 49
addr:   167727 cnt: 49
addr:   167776 cnt: 49
addr:   167825 cnt: 49
addr:   167874 cnt: 49
addr:   167923 cnt: 49
addr:   167972 cnt: 49
addr:   168021 cnt: 49
addr:   168070 cnt: 49
addr:   168119 cnt: 49
addr:   168168 cnt: 49
addr:   168217 cnt: 49
addr:   168266 cnt: 49
addr:   168315 cnt: 49
addr:   168364 cnt: 49
addr:   168413 cnt: 49
addr:   168462 cnt: 49
addr:   168511 cnt: 49
addr:   168560 cnt: 49
addr:   168609 cnt: 49
addr:   168658 cnt: 49
addr:   168707 cnt: 49
addr:   168756 cnt: 49
addr:   168805 cnt: 49
addr:   168854 cnt: 49
addr:   168903 cnt: 49
addr:   168952 cnt: 49
addr:   169001 cnt: 49
addr:   169050 cnt: 49
addr:   169099 cnt: 49
addr:   169148 cnt: 49
addr:   169197 cnt: 49
addr:   169246 cnt: 49
addr:   169295 cnt: 49
addr:   169344 cnt: 49
addr:   169393 cnt: 49
addr:   169442 cnt: 49
addr:   169491 cnt: 49
addr:   169540 cnt: 49
addr:   169589 cnt: 49
addr:   169638 cnt: 49
addr:   169687 cnt: 49
addr:   169736 cnt: 49
addr:   169785 cnt: 49
addr:   169834 cnt: 49
addr:   169883 cnt: 49
addr:   169932 cnt: 49
addr:   169981 cnt: 49
addr:   170030 cnt: 49
addr:   170079 cnt: 49
addr:   170128 cnt: 49
addr:   170177 cnt: 49
addr:   170226 cnt: 49
addr:   170275 cnt: 49
addr:   170324 cnt: 49
addr:   170373 cnt: 49
addr:   170422 cnt: 49
addr:   170471 cnt: 49
addr:   170520 cnt: 49
addr:   170569 cnt: 49
addr:   170618 cnt: 49
addr:   170667 cnt: 49
addr:   170716 cnt: 49
addr:   170765 cnt: 49
addr:   170814 cnt: 49
addr:   170863 cnt: 49
addr:   170912 cnt: 49
addr:   170961 cnt: 49
addr:   171010 cnt: 49
addr:   171059 cnt: 49
addr:   171108 cnt: 49
addr:   171157 cnt: 49
addr:   171206 cnt: 49
addr:   171255 cnt: 49
addr:   171304 cnt: 49
addr:   171353 cnt: 49
addr:   171402 cnt: 49
addr:   171451 cnt: 49
addr:   171500 cnt: 49
addr:   171549 cnt: 49
addr:   171598 cnt: 49
addr:   171647 cnt: 49
addr:   171696 cnt: 49
addr:   171745 cnt: 49
addr:   171794 cnt: 49
addr:   171843 cnt: 49
addr:   171892 cnt: 49
addr:   171941 cnt: 49
addr:   171990 cnt: 49
addr:   172039 cnt: 49
addr:   172088 cnt: 49
addr:   172137 cnt: 49
addr:   172186 cnt: 49
addr:   172235 cnt: 49
addr:   172284 cnt: 49
addr:   172333 cnt: 49
addr:   172382 cnt: 49
addr:   172431 cnt: 49
addr:   172480 cnt: 49
addr:   172529 cnt: 49
addr:   172578 cnt: 49
addr:   172627 cnt: 49
addr:   172676 cnt: 49
addr:   172725 cnt: 49
addr:   172774 cnt: 49
addr:   172823 cnt: 49
addr:   172872 cnt: 49
addr:   172921 cnt: 49
addr:   172970 cnt: 49
addr:   173019 cnt: 49
addr:   173068 cnt: 49
addr:   173117 cnt: 49
addr:   173166 cnt: 49
addr:   173215 cnt: 49
addr:   173264 cnt: 49
addr:   173313 cnt: 49
addr:   173362 cnt: 49
addr:   173411 cnt: 49
addr:   173460 cnt: 49
addr:   173509 cnt: 49
addr:   173558 cnt: 49
addr:   173607 cnt: 49
addr:   173656 cnt: 49
addr:   173705 cnt: 49
addr:   173754 cnt: 49
addr:   173803 cnt: 49
addr:   173852 cnt: 49
addr:   173901 cnt: 49
addr:   173950 cnt: 49
addr:   173999 cnt: 49
addr:   174048 cnt: 49
addr:   174097 cnt: 49
addr:   174146 cnt: 49
addr:   174195 cnt: 49
addr:   174244 cnt: 49
addr:   174293 cnt: 49
addr:   174342 cnt: 49
addr:   174391 cnt: 49
addr:   174440 cnt: 49
addr:   174489 cnt: 49
addr:   174538 cnt: 49
addr:   174587 cnt: 49
addr:   174636 cnt: 49
addr:   174685 cnt: 49
addr:   174734 cnt: 49
addr:   174783 cnt: 49
addr:   174832 cnt: 49
addr:   174881 cnt: 49
addr:   174930 cnt: 49
addr:   174979 cnt: 49
addr:   175028 cnt: 49
addr:   175077 cnt: 49
addr:   175126 cnt: 49
addr:   175175 cnt: 49
addr:   175224 cnt: 49
addr:   175273 cnt: 49
addr:   175322 cnt: 49
addr:   175371 cnt: 49
addr:   175420 cnt: 49
addr:   175469 cnt: 49
addr:   175518 cnt: 49
addr:   175567 cnt: 49
addr:   175616 cnt: 49
addr:   175665 cnt: 49
addr:   175714 cnt: 49
addr:   175763 cnt: 49
addr:   175812 cnt: 49
addr:   175861 cnt: 49
addr:   175910 cnt: 49
addr:   175959 cnt: 49
addr:   176008 cnt: 49
addr:   176057 cnt: 49
addr:   176106 cnt: 49
addr:   176155 cnt: 49
addr:   176204 cnt: 49
addr:   176253 cnt: 49
addr:   176302 cnt: 49
addr:   176351 cnt: 49
addr:   176400 cnt: 49
addr:   176449 cnt: 49
addr:   176498 cnt: 49
addr:   176547 cnt: 49
addr:   176596 cnt: 49
addr:   176645 cnt: 49
addr:   176694 cnt: 49
addr:   176743 cnt: 49
addr:   176792 cnt: 49
addr:   176841 cnt: 49
addr:   176890 cnt: 49
addr:   176939 cnt: 49
addr:   176988 cnt: 49
addr:   177037 cnt: 49
addr:   177086 cnt: 49
addr:   177135 cnt: 49
addr:   177184 cnt: 49
addr:   177233 cnt: 49
addr:   177282 cnt: 49
addr:   177331 cnt: 49
addr:   177380 cnt: 49
addr:   177429 cnt: 49
addr:   177478 cnt: 49
addr:   177527 cnt: 49
addr:   177576 cnt: 49
addr:   177625 cnt: 49
addr:   177674 cnt: 49
addr:   177723 cnt: 49
addr:   177772 cnt: 49
addr:   177821 cnt: 49
addr:   177870 cnt: 49
addr:   177919 cnt: 49
addr:   177968 cnt: 49
addr:   178017 cnt: 49
addr:   178066 cnt: 49
addr:   178115 cnt: 49
addr:   178164 cnt: 49
addr:   178213 cnt: 49
addr:   178262 cnt: 49
addr:   178311 cnt: 49
addr:   178360 cnt: 49
addr:   178409 cnt: 49
addr:   178458 cnt: 49
addr:   178507 cnt: 49
addr:   178556 cnt: 49
addr:   178605 cnt: 49
addr:   178654 cnt: 49
addr:   178703 cnt: 49
addr:   178752 cnt: 49
addr:   178801 cnt: 49
addr:   178850 cnt: 49
addr:   178899 cnt: 49
addr:   178948 cnt: 49
addr:   178997 cnt: 49
addr:   179046 cnt: 49
addr:   179095 cnt: 49
addr:   179144 cnt: 49
addr:   179193 cnt: 49
addr:   179242 cnt: 49
addr:   179291 cnt: 49
addr:   179340 cnt: 49
addr:   179389 cnt: 49
addr:   179438 cnt: 49
addr:   179487 cnt: 49
addr:   179536 cnt: 49
addr:   179585 cnt: 49
addr:   179634 cnt: 49
addr:   179683 cnt: 49
addr:   179732 cnt: 49
addr:   179781 cnt: 49
addr:   179830 cnt: 49
addr:   179879 cnt: 49
addr:   179928 cnt: 49
addr:   179977 cnt: 49
addr:   180026 cnt: 49
addr:   180075 cnt: 49
addr:   180124 cnt: 49
addr:   180173 cnt: 49
addr:   180222 cnt: 49
addr:   180271 cnt: 49
addr:   180320 cnt: 49
addr:   180369 cnt: 49
addr:   180418 cnt: 49
addr:   180467 cnt: 49
addr:   180516 cnt: 49
addr:   180565 cnt: 49
addr:   180614 cnt: 49
addr:   180663 cnt: 49
addr:   180712 cnt: 49
addr:   180761 cnt: 49
addr:   180810 cnt: 49
addr:   180859 cnt: 49
addr:   180908 cnt: 49
addr:   180957 cnt: 49
addr:   181006 cnt: 49
addr:   181055 cnt: 49
addr:   181104 cnt: 49
addr:   181153 cnt: 49
addr:   181202 cnt: 49
addr:   181251 cnt: 49
addr:   181300 cnt: 49
addr:   181349 cnt: 49
addr:   181398 cnt: 49
addr:   181447 cnt: 49
addr:   181496 cnt: 49
addr:   181545 cnt: 49
addr:   181594 cnt: 49
addr:   181643 cnt: 49
addr:   181692 cnt: 49
addr:   181741 cnt: 49
addr:   181790 cnt: 49
addr:   181839 cnt: 49
addr:   181888 cnt: 49
addr:   181937 cnt: 49
addr:   181986 cnt: 49
addr:   182035 cnt: 49
addr:   182084 cnt: 49
addr:   182133 cnt: 49
addr:   182182 cnt: 49
addr:   182231 cnt: 49
addr:   182280 cnt: 49
addr:   182329 cnt: 49
addr:   182378 cnt: 49
addr:   182427 cnt: 49
addr:   182476 cnt: 49
addr:   182525 cnt: 49
addr:   182574 cnt: 49
addr:   182623 cnt: 49
addr:   182672 cnt: 49
addr:   182721 cnt: 49
addr:   182770 cnt: 49
addr:   182819 cnt: 49
addr:   182868 cnt: 49
addr:   182917 cnt: 49
addr:   182966 cnt: 49
addr:   183015 cnt: 49
addr:   183064 cnt: 49
addr:   183113 cnt: 49
addr:   183162 cnt: 49
addr:   183211 cnt: 49
addr:   183260 cnt: 49
addr:   183309 cnt: 49
addr:   183358 cnt: 49
addr:   183407 cnt: 49
addr:   183456 cnt: 49
addr:   183505 cnt: 49
addr:   183554 cnt: 49
addr:   183603 cnt: 49
addr:   183652 cnt: 49
addr:   183701 cnt: 49
addr:   183750 cnt: 49
addr:   183799 cnt: 49
addr:   183848 cnt: 49
addr:   183897 cnt: 49
addr:   183946 cnt: 49
addr:   183995 cnt: 49
addr:   184044 cnt: 49
addr:   184093 cnt: 49
addr:   184142 cnt: 49
addr:   184191 cnt: 49
addr:   184240 cnt: 49
addr:   184289 cnt: 49
addr:   184338 cnt: 49
addr:   184387 cnt: 49
addr:   184436 cnt: 49
addr:   184485 cnt: 49
addr:   184534 cnt: 49
addr:   184583 cnt: 49
addr:   184632 cnt: 49
addr:   184681 cnt: 49
addr:   184730 cnt: 49
addr:   184779 cnt: 49
addr:   184828 cnt: 49
addr:   184877 cnt: 49
addr:   184926 cnt: 49
addr:   184975 cnt: 49
addr:   185024 cnt: 49
addr:   185073 cnt: 49
addr:   185122 cnt: 49
addr:   185171 cnt: 49
addr:   185220 cnt: 49
addr:   185269 cnt: 49
addr:   185318 cnt: 49
addr:   185367 cnt: 49
addr:   185416 cnt: 49
addr:   185465 cnt: 49
addr:   185514 cnt: 49
addr:   185563 cnt: 49
addr:   185612 cnt: 49
addr:   185661 cnt: 49
addr:   185710 cnt: 49
addr:   185759 cnt: 49
addr:   185808 cnt: 49
addr:   185857 cnt: 49
addr:   185906 cnt: 49
addr:   185955 cnt: 49
addr:   186004 cnt: 49
addr:   186053 cnt: 49
addr:   186102 cnt: 49
addr:   186151 cnt: 49
addr:   186200 cnt: 49
addr:   186249 cnt: 49
addr:   186298 cnt: 49
addr:   186347 cnt: 49
addr:   186396 cnt: 49
addr:   186445 cnt: 49
addr:   186494 cnt: 49
addr:   186543 cnt: 49
addr:   186592 cnt: 49
addr:   186641 cnt: 49
addr:   186690 cnt: 49
addr:   186739 cnt: 49
addr:   186788 cnt: 49
addr:   186837 cnt: 49
addr:   186886 cnt: 49
addr:   186935 cnt: 49
addr:   186984 cnt: 49
addr:   187033 cnt: 49
addr:   187082 cnt: 49
addr:   187131 cnt: 49
addr:   187180 cnt: 49
addr:   187229 cnt: 49
addr:   187278 cnt: 49
addr:   187327 cnt: 49
addr:   187376 cnt: 49
addr:   187425 cnt: 49
addr:   187474 cnt: 49
addr:   187523 cnt: 49
addr:   187572 cnt: 49
addr:   187621 cnt: 49
addr:   187670 cnt: 49
addr:   187719 cnt: 49
addr:   187768 cnt: 49
addr:   187817 cnt: 49
addr:   187866 cnt: 49
addr:   187915 cnt: 49
addr:   187964 cnt: 49
addr:   188013 cnt: 49
addr:   188062 cnt: 49
addr:   188111 cnt: 49
addr:   188160 cnt: 49
addr:   188209 cnt: 49
addr:   188258 cnt: 49
addr:   188307 cnt: 49
addr:   188356 cnt: 49
addr:   188405 cnt: 49
addr:   188454 cnt: 49
addr:   188503 cnt: 49
addr:   188552 cnt: 49
addr:   188601 cnt: 49
addr:   188650 cnt: 49
addr:   188699 cnt: 49
addr:   188748 cnt: 49
addr:   188797 cnt: 49
addr:   188846 cnt: 49
